class_id,status,difference_kind,candidate_count,example_args,method1_status,method2_status,method1_exception_class,method2_exception_class,error
163,no_difference,,36,[],,,,,
160,no_difference,,36,[],,,,,
161,no_difference,,36,[],,,,,
166,no_difference,,36,[],,,,,
165,no_difference,,36,[],,,,,
167,no_difference,,36,[],,,,,
168,no_difference,,36,[],,,,,
169,no_difference,,36,[],,,,,
172,no_difference,,36,[],,,,,
177,no_difference,,36,[],,,,,
179,no_difference,,36,[],,,,,
173,no_difference,,36,[],,,,,
176,no_difference,,36,[],,,,,
175,no_difference,,36,[],,,,,
174,no_difference,,36,[],,,,,
180,no_difference,,36,[],,,,,
178,no_difference,,36,[],,,,,
181,no_difference,,36,[],,,,,
183,no_difference,,36,[],,,,,
182,no_difference,,36,[],,,,,
184,no_difference,,36,[],,,,,
185,no_difference,,36,[],,,,,
190,no_difference,,36,[],,,,,
186,no_difference,,36,[],,,,,
189,no_difference,,36,[],,,,,
188,no_difference,,36,[],,,,,
195,no_difference,,36,[],,,,,
192,no_difference,,36,[],,,,,
191,no_difference,,36,[],,,,,
194,no_difference,,36,[],,,,,
196,no_difference,,36,[],,,,,
197,no_difference,,36,[],,,,,
198,no_difference,,36,[],,,,,
205,no_difference,,36,[],,,,,
199,no_difference,,36,[],,,,,
201,no_difference,,36,[],,,,,
206,no_difference,,36,[],,,,,
200,no_difference,,36,[],,,,,
207,no_difference,,36,[],,,,,
202,no_difference,,36,[],,,,,
203,no_difference,,36,[],,,,,
204,no_difference,,36,[],,,,,
208,no_difference,,36,[],,,,,
209,no_difference,,36,[],,,,,
211,no_difference,,36,[],,,,,
214,no_difference,,36,[],,,,,
212,no_difference,,36,[],,,,,
210,no_difference,,36,[],,,,,
217,no_difference,,36,[],,,,,
215,no_difference,,36,[],,,,,
216,no_difference,,36,[],,,,,
218,no_difference,,36,[],,,,,
213,no_difference,,36,[],,,,,
219,no_difference,,36,[],,,,,
220,no_difference,,36,[],,,,,
222,no_difference,,36,[],,,,,
221,no_difference,,36,[],,,,,
225,no_difference,,36,[],,,,,
223,no_difference,,36,[],,,,,
224,no_difference,,36,[],,,,,
227,no_difference,,36,[],,,,,
226,no_difference,,36,[],,,,,
230,no_difference,,36,[],,,,,
231,no_difference,,36,[],,,,,
228,no_difference,,36,[],,,,,
229,no_difference,,36,[],,,,,
236,no_difference,,36,[],,,,,
287,no_difference,,36,[],,,,,
232,no_difference,,36,[],,,,,
233,no_difference,,36,[],,,,,
286,no_difference,,36,[],,,,,
234,no_difference,,36,[],,,,,
283,no_difference,,36,[],,,,,
288,no_difference,,36,[],,,,,
235,no_difference,,36,[],,,,,
237,no_difference,,36,[],,,,,
281,no_difference,,36,[],,,,,
291,no_difference,,36,[],,,,,
294,no_difference,,36,[],,,,,
293,no_difference,,36,[],,,,,
295,no_difference,,36,[],,,,,
292,no_difference,,36,[],,,,,
296,no_difference,,36,[],,,,,
299,no_difference,,36,[],,,,,
298,no_difference,,36,[],,,,,
300,no_difference,,36,[],,,,,
297,no_difference,,36,[],,,,,
302,no_difference,,36,[],,,,,
301,no_difference,,36,[],,,,,
303,no_difference,,36,[],,,,,
306,no_difference,,36,[],,,,,
304,no_difference,,36,[],,,,,
308,no_difference,,36,[],,,,,
305,no_difference,,36,[],,,,,
309,no_difference,,36,[],,,,,
315,no_difference,,36,[],,,,,
311,no_difference,,36,[],,,,,
312,no_difference,,36,[],,,,,
313,no_difference,,36,[],,,,,
314,no_difference,,36,[],,,,,
307,no_difference,,36,[],,,,,
316,no_difference,,36,[],,,,,
319,no_difference,,36,[],,,,,
317,no_difference,,36,[],,,,,
318,no_difference,,36,[],,,,,
322,no_difference,,36,[],,,,,
321,no_difference,,36,[],,,,,
320,no_difference,,36,[],,,,,
372,no_difference,,36,[],,,,,
325,no_difference,,36,[],,,,,
370,no_difference,,36,[],,,,,
323,no_difference,,36,[],,,,,
371,no_difference,,36,[],,,,,
324,no_difference,,36,[],,,,,
375,no_difference,,36,[],,,,,
379,no_difference,,36,[],,,,,
376,no_difference,,36,[],,,,,
378,no_difference,,36,[],,,,,
381,no_difference,,36,[],,,,,
385,no_difference,,36,[],,,,,
382,no_difference,,36,[],,,,,
374,no_difference,,36,[],,,,,
380,no_difference,,36,[],,,,,
384,no_difference,,36,[],,,,,
383,no_difference,,36,[],,,,,
386,no_difference,,36,[],,,,,
388,no_difference,,36,[],,,,,
390,no_difference,,36,[],,,,,
392,no_difference,,36,[],,,,,
394,no_difference,,36,[],,,,,
393,no_difference,,36,[],,,,,
389,no_difference,,36,[],,,,,
391,no_difference,,36,[],,,,,
395,no_difference,,36,[],,,,,
397,no_difference,,36,[],,,,,
400,no_difference,,36,[],,,,,
399,no_difference,,36,[],,,,,
396,no_difference,,36,[],,,,,
403,no_difference,,36,[],,,,,
401,no_difference,,36,[],,,,,
402,no_difference,,36,[],,,,,
404,no_difference,,36,[],,,,,
406,no_difference,,36,[],,,,,
405,no_difference,,36,[],,,,,
407,no_difference,,36,[],,,,,
409,no_difference,,36,[],,,,,
408,no_difference,,36,[],,,,,
411,no_difference,,36,[],,,,,
410,no_difference,,36,[],,,,,
412,no_difference,,36,[],,,,,
414,no_difference,,36,[],,,,,
418,no_difference,,36,[],,,,,
416,no_difference,,36,[],,,,,
413,no_difference,,36,[],,,,,
415,no_difference,,36,[],,,,,
421,no_difference,,36,[],,,,,
426,no_difference,,36,[],,,,,
425,no_difference,,36,[],,,,,
423,no_difference,,36,[],,,,,
419,no_difference,,36,[],,,,,
422,no_difference,,36,[],,,,,
417,no_difference,,36,[],,,,,
431,no_difference,,36,[],,,,,
429,no_difference,,36,[],,,,,
428,no_difference,,36,[],,,,,
432,no_difference,,36,[],,,,,
435,no_difference,,36,[],,,,,
427,no_difference,,36,[],,,,,
436,no_difference,,36,[],,,,,
434,no_difference,,36,[],,,,,
430,no_difference,,36,[],,,,,
438,no_difference,,36,[],,,,,
433,no_difference,,36,[],,,,,
437,no_difference,,36,[],,,,,
442,no_difference,,36,[],,,,,
441,no_difference,,36,[],,,,,
439,no_difference,,36,[],,,,,
446,no_difference,,36,[],,,,,
449,no_difference,,36,[],,,,,
440,no_difference,,36,[],,,,,
448,no_difference,,36,[],,,,,
444,no_difference,,36,[],,,,,
445,no_difference,,36,[],,,,,
447,no_difference,,36,[],,,,,
451,no_difference,,36,[],,,,,
450,no_difference,,36,[],,,,,
452,no_difference,,36,[],,,,,
453,no_difference,,36,[],,,,,
455,no_difference,,36,[],,,,,
454,no_difference,,36,[],,,,,
456,no_difference,,36,[],,,,,
459,no_difference,,36,[],,,,,
461,no_difference,,36,[],,,,,
457,no_difference,,36,[],,,,,
464,no_difference,,36,[],,,,,
458,no_difference,,36,[],,,,,
463,no_difference,,36,[],,,,,
462,no_difference,,36,[],,,,,
466,no_difference,,36,[],,,,,
465,no_difference,,36,[],,,,,
467,no_difference,,36,[],,,,,
470,no_difference,,36,[],,,,,
468,no_difference,,36,[],,,,,
476,no_difference,,36,[],,,,,
473,no_difference,,36,[],,,,,
469,no_difference,,36,[],,,,,
472,no_difference,,36,[],,,,,
475,no_difference,,36,[],,,,,
474,no_difference,,36,[],,,,,
477,no_difference,,36,[],,,,,
481,no_difference,,36,[],,,,,
487,no_difference,,36,[],,,,,
479,no_difference,,36,[],,,,,
480,no_difference,,36,[],,,,,
478,no_difference,,36,[],,,,,
488,no_difference,,36,[],,,,,
482,no_difference,,36,[],,,,,
483,no_difference,,36,[],,,,,
484,no_difference,,36,[],,,,,
485,no_difference,,36,[],,,,,
489,no_difference,,36,[],,,,,
486,no_difference,,36,[],,,,,
497,no_difference,,36,[],,,,,
491,no_difference,,36,[],,,,,
492,no_difference,,36,[],,,,,
490,no_difference,,36,[],,,,,
496,no_difference,,36,[],,,,,
500,no_difference,,36,[],,,,,
494,no_difference,,36,[],,,,,
495,no_difference,,36,[],,,,,
493,no_difference,,36,[],,,,,
498,no_difference,,36,[],,,,,
499,no_difference,,36,[],,,,,
501,no_difference,,36,[],,,,,
504,no_difference,,36,[],,,,,
502,no_difference,,36,[],,,,,
505,no_difference,,36,[],,,,,
503,no_difference,,36,[],,,,,
512,no_difference,,36,[],,,,,
513,no_difference,,36,[],,,,,
507,no_difference,,36,[],,,,,
508,no_difference,,36,[],,,,,
509,no_difference,,36,[],,,,,
511,no_difference,,36,[],,,,,
510,no_difference,,36,[],,,,,
506,no_difference,,36,[],,,,,
514,no_difference,,36,[],,,,,
515,no_difference,,36,[],,,,,
526,no_difference,,36,[],,,,,
527,no_difference,,36,[],,,,,
521,no_difference,,36,[],,,,,
516,no_difference,,36,[],,,,,
525,no_difference,,36,[],,,,,
522,no_difference,,36,[],,,,,
529,no_difference,,36,[],,,,,
528,no_difference,,36,[],,,,,
519,no_difference,,36,[],,,,,
520,no_difference,,36,[],,,,,
532,no_difference,,36,[],,,,,
534,no_difference,,36,[],,,,,
531,no_difference,,36,[],,,,,
536,no_difference,,36,[],,,,,
530,no_difference,,36,[],,,,,
537,no_difference,,36,[],,,,,
535,no_difference,,36,[],,,,,
533,no_difference,,36,[],,,,,
540,no_difference,,36,[],,,,,
539,no_difference,,36,[],,,,,
541,no_difference,,36,[],,,,,
538,no_difference,,36,[],,,,,
544,no_difference,,36,[],,,,,
542,no_difference,,36,[],,,,,
543,no_difference,,36,[],,,,,
545,no_difference,,36,[],,,,,
547,no_difference,,36,[],,,,,
550,no_difference,,36,[],,,,,
549,no_difference,,36,[],,,,,
551,no_difference,,36,[],,,,,
548,no_difference,,36,[],,,,,
546,no_difference,,36,[],,,,,
552,no_difference,,36,[],,,,,
553,no_difference,,36,[],,,,,
555,no_difference,,36,[],,,,,
554,no_difference,,36,[],,,,,
558,no_difference,,36,[],,,,,
559,no_difference,,36,[],,,,,
564,no_difference,,36,[],,,,,
562,no_difference,,36,[],,,,,
557,no_difference,,36,[],,,,,
561,no_difference,,36,[],,,,,
560,no_difference,,36,[],,,,,
563,no_difference,,36,[],,,,,
556,no_difference,,36,[],,,,,
565,no_difference,,36,[],,,,,
566,no_difference,,36,[],,,,,
567,no_difference,,36,[],,,,,
568,no_difference,,36,[],,,,,
569,no_difference,,36,[],,,,,
572,no_difference,,36,[],,,,,
578,no_difference,,36,[],,,,,
573,no_difference,,36,[],,,,,
574,no_difference,,36,[],,,,,
577,no_difference,,36,[],,,,,
575,no_difference,,36,[],,,,,
579,no_difference,,36,[],,,,,
576,no_difference,,36,[],,,,,
580,no_difference,,36,[],,,,,
582,no_difference,,36,[],,,,,
581,no_difference,,36,[],,,,,
587,no_difference,,36,[],,,,,
583,no_difference,,36,[],,,,,
585,no_difference,,36,[],,,,,
584,no_difference,,36,[],,,,,
588,no_difference,,36,[],,,,,
586,no_difference,,36,[],,,,,
589,no_difference,,36,[],,,,,
590,no_difference,,36,[],,,,,
591,no_difference,,36,[],,,,,
592,no_difference,,36,[],,,,,
593,no_difference,,36,[],,,,,
594,no_difference,,36,[],,,,,
599,no_difference,,36,[],,,,,
595,no_difference,,36,[],,,,,
600,no_difference,,36,[],,,,,
597,no_difference,,36,[],,,,,
598,no_difference,,36,[],,,,,
596,no_difference,,36,[],,,,,
601,no_difference,,36,[],,,,,
603,no_difference,,36,[],,,,,
602,no_difference,,36,[],,,,,
605,no_difference,,36,[],,,,,
604,no_difference,,36,[],,,,,
606,no_difference,,36,[],,,,,
613,no_difference,,36,[],,,,,
610,no_difference,,36,[],,,,,
607,no_difference,,36,[],,,,,
611,no_difference,,36,[],,,,,
608,no_difference,,36,[],,,,,
614,no_difference,,36,[],,,,,
609,no_difference,,36,[],,,,,
612,no_difference,,36,[],,,,,
615,no_difference,,36,[],,,,,
621,no_difference,,36,[],,,,,
622,no_difference,,36,[],,,,,
616,no_difference,,36,[],,,,,
623,no_difference,,36,[],,,,,
627,no_difference,,36,[],,,,,
624,no_difference,,36,[],,,,,
625,no_difference,,36,[],,,,,
628,no_difference,,36,[],,,,,
629,no_difference,,36,[],,,,,
626,no_difference,,36,[],,,,,
630,no_difference,,36,[],,,,,
631,no_difference,,36,[],,,,,
632,no_difference,,36,[],,,,,
633,no_difference,,36,[],,,,,
634,no_difference,,36,[],,,,,
636,no_difference,,36,[],,,,,
638,no_difference,,36,[],,,,,
635,no_difference,,36,[],,,,,
640,no_difference,,36,[],,,,,
642,no_difference,,36,[],,,,,
641,no_difference,,36,[],,,,,
637,no_difference,,36,[],,,,,
644,no_difference,,36,[],,,,,
643,no_difference,,36,[],,,,,
645,no_difference,,36,[],,,,,
646,no_difference,,36,[],,,,,
647,no_difference,,36,[],,,,,
648,no_difference,,36,[],,,,,
651,no_difference,,36,[],,,,,
652,no_difference,,36,[],,,,,
650,no_difference,,36,[],,,,,
655,no_difference,,36,[],,,,,
649,no_difference,,36,[],,,,,
653,no_difference,,36,[],,,,,
701,no_difference,,36,[],,,,,
654,no_difference,,36,[],,,,,
703,no_difference,,36,[],,,,,
704,no_difference,,36,[],,,,,
705,no_difference,,36,[],,,,,
706,no_difference,,36,[],,,,,
707,no_difference,,36,[],,,,,
708,no_difference,,36,[],,,,,
710,no_difference,,36,[],,,,,
712,no_difference,,36,[],,,,,
711,no_difference,,36,[],,,,,
713,no_difference,,36,[],,,,,
714,no_difference,,36,[],,,,,
709,no_difference,,36,[],,,,,
716,no_difference,,36,[],,,,,
715,no_difference,,36,[],,,,,
717,no_difference,,36,[],,,,,
719,no_difference,,36,[],,,,,
718,no_difference,,36,[],,,,,
722,no_difference,,36,[],,,,,
721,no_difference,,36,[],,,,,
726,no_difference,,36,[],,,,,
724,no_difference,,36,[],,,,,
720,no_difference,,36,[],,,,,
723,no_difference,,36,[],,,,,
725,no_difference,,36,[],,,,,
728,no_difference,,36,[],,,,,
729,no_difference,,36,[],,,,,
727,no_difference,,36,[],,,,,
730,no_difference,,36,[],,,,,
731,no_difference,,36,[],,,,,
736,no_difference,,36,[],,,,,
733,no_difference,,36,[],,,,,
734,no_difference,,36,[],,,,,
732,no_difference,,36,[],,,,,
735,no_difference,,36,[],,,,,
738,no_difference,,36,[],,,,,
737,no_difference,,36,[],,,,,
739,no_difference,,36,[],,,,,
741,no_difference,,36,[],,,,,
740,no_difference,,36,[],,,,,
745,no_difference,,36,[],,,,,
751,no_difference,,36,[],,,,,
744,no_difference,,36,[],,,,,
742,no_difference,,36,[],,,,,
749,no_difference,,36,[],,,,,
748,no_difference,,36,[],,,,,
753,no_difference,,36,[],,,,,
752,no_difference,,36,[],,,,,
754,no_difference,,36,[],,,,,
755,no_difference,,36,[],,,,,
756,no_difference,,36,[],,,,,
757,no_difference,,36,[],,,,,
761,no_difference,,36,[],,,,,
758,no_difference,,36,[],,,,,
759,no_difference,,36,[],,,,,
764,no_difference,,36,[],,,,,
765,no_difference,,36,[],,,,,
762,no_difference,,36,[],,,,,
766,no_difference,,36,[],,,,,
763,no_difference,,36,[],,,,,
767,no_difference,,36,[],,,,,
768,no_difference,,36,[],,,,,
769,no_difference,,36,[],,,,,
770,no_difference,,36,[],,,,,
774,no_difference,,36,[],,,,,
779,no_difference,,36,[],,,,,
775,no_difference,,36,[],,,,,
771,no_difference,,36,[],,,,,
773,no_difference,,36,[],,,,,
778,no_difference,,36,[],,,,,
776,no_difference,,36,[],,,,,
777,no_difference,,36,[],,,,,
780,no_difference,,36,[],,,,,
781,no_difference,,36,[],,,,,
782,no_difference,,36,[],,,,,
784,no_difference,,36,[],,,,,
783,no_difference,,36,[],,,,,
789,no_difference,,36,[],,,,,
788,no_difference,,36,[],,,,,
790,no_difference,,36,[],,,,,
785,no_difference,,36,[],,,,,
791,no_difference,,36,[],,,,,
787,no_difference,,36,[],,,,,
786,no_difference,,36,[],,,,,
792,no_difference,,36,[],,,,,
793,no_difference,,36,[],,,,,
794,no_difference,,36,[],,,,,
797,no_difference,,36,[],,,,,
801,no_difference,,36,[],,,,,
799,no_difference,,36,[],,,,,
796,no_difference,,36,[],,,,,
800,no_difference,,36,[],,,,,
798,no_difference,,36,[],,,,,
803,no_difference,,36,[],,,,,
802,no_difference,,36,[],,,,,
805,no_difference,,36,[],,,,,
806,no_difference,,36,[],,,,,
808,no_difference,,36,[],,,,,
807,no_difference,,36,[],,,,,
811,no_difference,,36,[],,,,,
809,no_difference,,36,[],,,,,
813,no_difference,,36,[],,,,,
810,no_difference,,36,[],,,,,
812,no_difference,,36,[],,,,,
816,no_difference,,36,[],,,,,
814,no_difference,,36,[],,,,,
815,no_difference,,36,[],,,,,
818,no_difference,,36,[],,,,,
819,no_difference,,36,[],,,,,
821,no_difference,,36,[],,,,,
820,no_difference,,36,[],,,,,
823,no_difference,,36,[],,,,,
825,no_difference,,36,[],,,,,
824,no_difference,,36,[],,,,,
822,no_difference,,36,[],,,,,
827,no_difference,,36,[],,,,,
826,no_difference,,36,[],,,,,
828,no_difference,,36,[],,,,,
829,no_difference,,36,[],,,,,
830,no_difference,,36,[],,,,,
831,no_difference,,36,[],,,,,
832,no_difference,,36,[],,,,,
833,no_difference,,36,[],,,,,
835,no_difference,,36,[],,,,,
837,no_difference,,36,[],,,,,
836,no_difference,,36,[],,,,,
838,no_difference,,36,[],,,,,
834,no_difference,,36,[],,,,,
842,no_difference,,36,[],,,,,
841,no_difference,,36,[],,,,,
843,no_difference,,36,[],,,,,
845,no_difference,,36,[],,,,,
846,no_difference,,36,[],,,,,
847,no_difference,,36,[],,,,,
848,no_difference,,36,[],,,,,
853,no_difference,,36,[],,,,,
855,no_difference,,36,[],,,,,
850,no_difference,,36,[],,,,,
852,no_difference,,36,[],,,,,
854,no_difference,,36,[],,,,,
851,no_difference,,36,[],,,,,
856,no_difference,,36,[],,,,,
858,no_difference,,36,[],,,,,
859,no_difference,,36,[],,,,,
860,no_difference,,36,[],,,,,
861,no_difference,,36,[],,,,,
864,no_difference,,36,[],,,,,
867,no_difference,,36,[],,,,,
869,no_difference,,36,[],,,,,
870,no_difference,,36,[],,,,,
865,no_difference,,36,[],,,,,
862,no_difference,,36,[],,,,,
868,no_difference,,36,[],,,,,
866,no_difference,,36,[],,,,,
871,no_difference,,36,[],,,,,
872,no_difference,,36,[],,,,,
873,no_difference,,36,[],,,,,
877,no_difference,,36,[],,,,,
959,no_difference,,36,[],,,,,
875,no_difference,,36,[],,,,,
962,no_difference,,36,[],,,,,
874,no_difference,,36,[],,,,,
876,no_difference,,36,[],,,,,
960,no_difference,,36,[],,,,,
878,no_difference,,36,[],,,,,
961,no_difference,,36,[],,,,,
963,no_difference,,36,[],,,,,
964,no_difference,,36,[],,,,,
965,no_difference,,36,[],,,,,
968,no_difference,,36,[],,,,,
967,no_difference,,36,[],,,,,
966,no_difference,,36,[],,,,,
972,no_difference,,36,[],,,,,
971,no_difference,,36,[],,,,,
974,no_difference,,36,[],,,,,
969,no_difference,,36,[],,,,,
970,no_difference,,36,[],,,,,
975,no_difference,,36,[],,,,,
973,no_difference,,36,[],,,,,
976,no_difference,,36,[],,,,,
977,no_difference,,36,[],,,,,
988,no_difference,,36,[],,,,,
982,no_difference,,36,[],,,,,
978,no_difference,,36,[],,,,,
980,no_difference,,36,[],,,,,
979,no_difference,,36,[],,,,,
986,no_difference,,36,[],,,,,
985,no_difference,,36,[],,,,,
984,no_difference,,36,[],,,,,
989,no_difference,,36,[],,,,,
990,no_difference,,36,[],,,,,
992,no_difference,,36,[],,,,,
993,no_difference,,36,[],,,,,
998,no_difference,,36,[],,,,,
999,no_difference,,36,[],,,,,
997,no_difference,,36,[],,,,,
996,no_difference,,36,[],,,,,
1001,no_difference,,36,[],,,,,
1000,no_difference,,36,[],,,,,
1002,no_difference,,36,[],,,,,
1006,no_difference,,36,[],,,,,
994,no_difference,,36,[],,,,,
995,no_difference,,36,[],,,,,
1007,no_difference,,36,[],,,,,
1008,no_difference,,36,[],,,,,
1016,no_difference,,36,[],,,,,
1017,no_difference,,36,[],,,,,
1015,no_difference,,36,[],,,,,
1013,no_difference,,36,[],,,,,
1010,no_difference,,36,[],,,,,
1014,no_difference,,36,[],,,,,
1012,no_difference,,36,[],,,,,
1009,no_difference,,36,[],,,,,
1011,no_difference,,36,[],,,,,
1018,no_difference,,36,[],,,,,
1019,no_difference,,36,[],,,,,
1020,no_difference,,36,[],,,,,
1023,no_difference,,36,[],,,,,
1024,no_difference,,36,[],,,,,
1021,no_difference,,36,[],,,,,
1025,no_difference,,36,[],,,,,
1028,no_difference,,36,[],,,,,
1029,no_difference,,36,[],,,,,
1027,no_difference,,36,[],,,,,
1026,no_difference,,36,[],,,,,
1031,no_difference,,36,[],,,,,
1030,no_difference,,36,[],,,,,
1032,no_difference,,36,[],,,,,
1034,no_difference,,36,[],,,,,
1033,no_difference,,36,[],,,,,
1035,no_difference,,36,[],,,,,
1049,no_difference,,36,[],,,,,
1036,no_difference,,36,[],,,,,
1042,no_difference,,36,[],,,,,
1038,no_difference,,36,[],,,,,
1053,no_difference,,42,[],,,,,
1037,no_difference,,36,[],,,,,
1047,no_difference,,36,[],,,,,
1055,no_difference,,36,[],,,,,
1056,no_difference,,36,[],,,,,
1058,no_difference,,36,[],,,,,
1061,no_difference,,42,[],,,,,
1069,no_difference,,42,[],,,,,
1075,no_difference,,36,[],,,,,
1068,no_difference,,36,[],,,,,
1071,no_difference,,36,[],,,,,
1066,no_difference,,36,[],,,,,
1067,no_difference,,36,[],,,,,
1070,no_difference,,42,[],,,,,
1072,no_difference,,36,[],,,,,
1076,no_difference,,36,[],,,,,
1077,no_difference,,36,[],,,,,
1078,no_difference,,36,[],,,,,
1084,no_difference,,36,[],,,,,
1079,no_difference,,36,[],,,,,
1082,no_difference,,36,[],,,,,
1080,no_difference,,36,[],,,,,
1083,no_difference,,36,[],,,,,
1085,no_difference,,36,[],,,,,
1081,no_difference,,36,[],,,,,
1086,no_difference,,36,[],,,,,
1087,no_difference,,36,[],,,,,
1088,no_difference,,36,[],,,,,
1089,no_difference,,36,[],,,,,
1100,no_difference,,36,[],,,,,
1099,no_difference,,36,[],,,,,
1093,no_difference,,36,[],,,,,
1095,no_difference,,36,[],,,,,
1090,no_difference,,36,[],,,,,
1091,no_difference,,36,[],,,,,
1094,no_difference,,36,[],,,,,
1097,no_difference,,36,[],,,,,
1101,no_difference,,36,[],,,,,
1096,no_difference,,36,[],,,,,
1102,no_difference,,36,[],,,,,
1103,no_difference,,36,[],,,,,
1107,no_difference,,36,[],,,,,
1113,no_difference,,36,[],,,,,
1114,no_difference,,36,[],,,,,
1105,no_difference,,36,[],,,,,
1104,no_difference,,36,[],,,,,
1110,no_difference,,36,[],,,,,
1109,no_difference,,36,[],,,,,
1108,no_difference,,36,[],,,,,
1112,no_difference,,36,[],,,,,
1106,no_difference,,36,[],,,,,
1115,no_difference,,6,[],,,,,
1121,no_difference,,6,[],,,,,
1127,no_difference,,6,[],,,,,
1116,no_difference,,36,[],,,,,
1125,no_difference,,36,[],,,,,
1117,no_difference,,36,[],,,,,
1124,no_difference,,36,[],,,,,
1118,no_difference,,36,[],,,,,
1122,no_difference,,36,[],,,,,
1123,no_difference,,36,[],,,,,
1120,no_difference,,36,[],,,,,
1126,no_difference,,36,[],,,,,
1128,no_difference,,36,[],,,,,
1130,no_difference,,6,[],,,,,
1131,no_difference,,36,[],,,,,
1129,no_difference,,36,[],,,,,
1133,no_difference,,6,[],,,,,
1137,no_difference,,36,[],,,,,
1136,no_difference,,36,[],,,,,
1138,no_difference,,36,[],,,,,
1135,no_difference,,36,[],,,,,
1132,no_difference,,36,[],,,,,
1140,no_difference,,36,[],,,,,
1139,no_difference,,36,[],,,,,
1141,no_difference,,36,[],,,,,
1143,no_difference,,36,[],,,,,
1151,no_difference,,36,[],,,,,
1142,no_difference,,36,[],,,,,
1144,no_difference,,36,[],,,,,
1148,no_difference,,36,[],,,,,
1147,no_difference,,36,[],,,,,
1145,no_difference,,36,[],,,,,
1149,no_difference,,36,[],,,,,
1150,no_difference,,36,[],,,,,
1152,no_difference,,36,[],,,,,
1146,no_difference,,36,[],,,,,
1153,no_difference,,36,[],,,,,
1154,no_difference,,36,[],,,,,
1164,no_difference,,6,[],,,,,
1160,no_difference,,36,[],,,,,
1155,no_difference,,36,[],,,,,
1156,no_difference,,36,[],,,,,
1158,no_difference,,36,[],,,,,
1165,no_difference,,36,[],,,,,
1157,no_difference,,36,[],,,,,
1162,no_difference,,36,[],,,,,
1159,no_difference,,36,[],,,,,
1161,no_difference,,36,[],,,,,
1166,no_difference,,36,[],,,,,
1167,no_difference,,6,[],,,,,
1168,no_difference,,6,[],,,,,
1169,no_difference,,6,[],,,,,
1171,no_difference,,36,[],,,,,
1177,no_difference,,36,[],,,,,
1179,no_difference,,36,[],,,,,
1173,no_difference,,36,[],,,,,
1170,no_difference,,36,[],,,,,
1178,no_difference,,36,[],,,,,
1172,no_difference,,36,[],,,,,
1180,no_difference,,36,[],,,,,
1181,no_difference,,36,[],,,,,
1184,no_difference,,36,[],,,,,
1183,no_difference,,36,[],,,,,
1182,no_difference,,36,[],,,,,
1185,no_difference,,36,[],,,,,
1189,no_difference,,36,[],,,,,
1187,no_difference,,36,[],,,,,
1192,no_difference,,36,[],,,,,
1190,no_difference,,36,[],,,,,
1186,no_difference,,36,[],,,,,
1193,no_difference,,36,[],,,,,
1188,no_difference,,36,[],,,,,
1194,no_difference,,36,[],,,,,
1196,no_difference,,36,[],,,,,
1195,no_difference,,36,[],,,,,
1197,no_difference,,36,[],,,,,
1204,no_difference,,36,[],,,,,
1202,no_difference,,36,[],,,,,
