file,status,error_count,first_error
ClonePair1011.java,PASS,0,""
ClonePair10110.java,PASS,0,""
ClonePair10111.java,PASS,0,""
ClonePair10112.java,PASS,0,""
ClonePair10113.java,PASS,0,""
ClonePair10114.java,PASS,0,""
ClonePair10115.java,PASS,0,""
ClonePair10116.java,PASS,0,""
ClonePair10117.java,PASS,0,""
ClonePair10118.java,PASS,0,""
ClonePair10119.java,PASS,0,""
ClonePair1012.java,PASS,0,""
ClonePair10120.java,PASS,0,""
ClonePair10121.java,PASS,0,""
ClonePair10122.java,PASS,0,""
ClonePair10123.java,PASS,0,""
ClonePair10124.java,PASS,0,""
ClonePair10125.java,PASS,0,""
ClonePair10126.java,PASS,0,""
ClonePair10127.java,PASS,0,""
ClonePair10128.java,PASS,0,""
ClonePair10129.java,PASS,0,""
ClonePair1013.java,PASS,0,""
ClonePair10130.java,PASS,0,""
ClonePair10131.java,PASS,0,""
ClonePair10132.java,PASS,0,""
ClonePair10133.java,PASS,0,""
ClonePair10134.java,PASS,0,""
ClonePair10135.java,PASS,0,""
ClonePair10136.java,PASS,0,""
ClonePair10137.java,PASS,0,""
ClonePair10138.java,PASS,0,""
ClonePair10139.java,PASS,0,""
ClonePair1014.java,PASS,0,""
ClonePair10140.java,PASS,0,""
ClonePair10141.java,PASS,0,""
ClonePair10142.java,PASS,0,""
ClonePair10143.java,PASS,0,""
ClonePair10144.java,PASS,0,""
ClonePair10145.java,PASS,0,""
ClonePair10146.java,PASS,0,""
ClonePair10147.java,PASS,0,""
ClonePair10148.java,PASS,0,""
ClonePair10149.java,PASS,0,""
ClonePair1015.java,PASS,0,""
ClonePair10150.java,PASS,0,""
ClonePair10151.java,PASS,0,""
ClonePair10152.java,PASS,0,""
ClonePair10153.java,PASS,0,""
ClonePair10154.java,PASS,0,""
ClonePair10155.java,PASS,0,""
ClonePair10156.java,PASS,0,""
ClonePair10157.java,PASS,0,""
ClonePair10158.java,PASS,0,""
ClonePair10159.java,PASS,0,""
ClonePair1016.java,PASS,0,""
ClonePair10160.java,PASS,0,""
ClonePair10161.java,PASS,0,""
ClonePair10162.java,PASS,0,""
ClonePair10163.java,PASS,0,""
ClonePair10164.java,PASS,0,""
ClonePair10165.java,PASS,0,""
ClonePair10166.java,PASS,0,""
ClonePair10167.java,PASS,0,""
ClonePair10168.java,PASS,0,""
ClonePair10169.java,PASS,0,""
ClonePair1017.java,PASS,0,""
ClonePair10170.java,PASS,0,""
ClonePair10171.java,PASS,0,""
ClonePair10172.java,PASS,0,""
ClonePair10173.java,PASS,0,""
ClonePair10174.java,PASS,0,""
ClonePair10175.java,PASS,0,""
ClonePair10176.java,PASS,0,""
ClonePair10177.java,PASS,0,""
ClonePair10178.java,PASS,0,""
ClonePair10179.java,PASS,0,""
ClonePair1018.java,PASS,0,""
ClonePair10180.java,PASS,0,""
ClonePair10181.java,PASS,0,""
ClonePair10182.java,PASS,0,""
ClonePair10183.java,PASS,0,""
ClonePair10184.java,PASS,0,""
ClonePair10185.java,PASS,0,""
ClonePair10186.java,PASS,0,""
ClonePair10187.java,PASS,0,""
ClonePair10188.java,PASS,0,""
ClonePair10189.java,PASS,0,""
ClonePair1019.java,PASS,0,""
ClonePair10190.java,PASS,0,""
ClonePair10191.java,PASS,0,""
ClonePair10192.java,PASS,0,""
ClonePair10193.java,PASS,0,""
ClonePair10194.java,PASS,0,""
ClonePair10195.java,PASS,0,""
ClonePair10196.java,PASS,0,""
ClonePair10197.java,PASS,0,""
ClonePair10198.java,PASS,0,""
ClonePair10199.java,PASS,0,""
ClonePair102.java,PASS,0,""
ClonePair1020.java,PASS,0,""
ClonePair10200.java,PASS,0,""
ClonePair10201.java,PASS,0,""
ClonePair10202.java,PASS,0,""
ClonePair10203.java,PASS,0,""
ClonePair10204.java,PASS,0,""
ClonePair10205.java,PASS,0,""
ClonePair10206.java,PASS,0,""
ClonePair10207.java,PASS,0,""
ClonePair10208.java,PASS,0,""
ClonePair10209.java,PASS,0,""
ClonePair1021.java,PASS,0,""
ClonePair10210.java,PASS,0,""
ClonePair10211.java,PASS,0,""
ClonePair10212.java,PASS,0,""
ClonePair10213.java,PASS,0,""
ClonePair10214.java,PASS,0,""
ClonePair10215.java,PASS,0,""
ClonePair10216.java,PASS,0,""
ClonePair10217.java,PASS,0,""
ClonePair10218.java,PASS,0,""
ClonePair10219.java,PASS,0,""
ClonePair1022.java,PASS,0,""
ClonePair10220.java,PASS,0,""
ClonePair10221.java,PASS,0,""
ClonePair10222.java,PASS,0,""
ClonePair10223.java,PASS,0,""
ClonePair10224.java,PASS,0,""
ClonePair10225.java,PASS,0,""
ClonePair10226.java,PASS,0,""
ClonePair10227.java,PASS,0,""
ClonePair10228.java,PASS,0,""
ClonePair10229.java,PASS,0,""
ClonePair1023.java,PASS,0,""
ClonePair10230.java,PASS,0,""
ClonePair10231.java,PASS,0,""
ClonePair10232.java,PASS,0,""
ClonePair10233.java,PASS,0,""
ClonePair10234.java,PASS,0,""
ClonePair10235.java,PASS,0,""
ClonePair10236.java,PASS,0,""
ClonePair10237.java,PASS,0,""
ClonePair10238.java,PASS,0,""
ClonePair10239.java,PASS,0,""
ClonePair1024.java,PASS,0,""
ClonePair10240.java,PASS,0,""
ClonePair10241.java,PASS,0,""
ClonePair10242.java,PASS,0,""
ClonePair10243.java,PASS,0,""
ClonePair10244.java,PASS,0,""
ClonePair10245.java,PASS,0,""
ClonePair10246.java,PASS,0,""
ClonePair10247.java,PASS,0,""
ClonePair10248.java,PASS,0,""
ClonePair10249.java,PASS,0,""
ClonePair1025.java,PASS,0,""
ClonePair10250.java,PASS,0,""
ClonePair10251.java,PASS,0,""
ClonePair10252.java,PASS,0,""
ClonePair10253.java,PASS,0,""
ClonePair10254.java,PASS,0,""
ClonePair10255.java,PASS,0,""
ClonePair10256.java,PASS,0,""
ClonePair10257.java,PASS,0,""
ClonePair10258.java,PASS,0,""
ClonePair10259.java,PASS,0,""
ClonePair1026.java,PASS,0,""
ClonePair10260.java,PASS,0,""
ClonePair10261.java,PASS,0,""
ClonePair10262.java,PASS,0,""
ClonePair10263.java,PASS,0,""
ClonePair10264.java,PASS,0,""
ClonePair10265.java,PASS,0,""
ClonePair10266.java,PASS,0,""
ClonePair10267.java,PASS,0,""
ClonePair10268.java,PASS,0,""
ClonePair10269.java,PASS,0,""
ClonePair1027.java,PASS,0,""
ClonePair10270.java,PASS,0,""
ClonePair10271.java,PASS,0,""
ClonePair10272.java,PASS,0,""
ClonePair10273.java,PASS,0,""
ClonePair10274.java,PASS,0,""
ClonePair10275.java,PASS,0,""
ClonePair10276.java,PASS,0,""
ClonePair10277.java,PASS,0,""
ClonePair10278.java,PASS,0,""
ClonePair10279.java,PASS,0,""
ClonePair1028.java,PASS,0,""
ClonePair10280.java,PASS,0,""
ClonePair10281.java,PASS,0,""
ClonePair10282.java,PASS,0,""
ClonePair10283.java,PASS,0,""
ClonePair10284.java,PASS,0,""
ClonePair10285.java,PASS,0,""
ClonePair10286.java,PASS,0,""
ClonePair10287.java,PASS,0,""
ClonePair10288.java,PASS,0,""
ClonePair10289.java,PASS,0,""
ClonePair1029.java,PASS,0,""
ClonePair10290.java,PASS,0,""
ClonePair10291.java,PASS,0,""
ClonePair10292.java,PASS,0,""
ClonePair10293.java,PASS,0,""
ClonePair10294.java,PASS,0,""
ClonePair10295.java,PASS,0,""
ClonePair10296.java,PASS,0,""
ClonePair10297.java,PASS,0,""
ClonePair10298.java,PASS,0,""
ClonePair10299.java,PASS,0,""
ClonePair103.java,PASS,0,""
ClonePair1030.java,PASS,0,""
ClonePair10300.java,PASS,0,""
ClonePair10301.java,PASS,0,""
ClonePair10302.java,PASS,0,""
ClonePair10303.java,PASS,0,""
ClonePair10304.java,PASS,0,""
ClonePair10305.java,PASS,0,""
ClonePair10306.java,PASS,0,""
ClonePair10307.java,PASS,0,""
ClonePair10308.java,PASS,0,""
ClonePair10309.java,PASS,0,""
ClonePair1031.java,PASS,0,""
ClonePair10310.java,PASS,0,""
ClonePair10311.java,PASS,0,""
ClonePair10312.java,PASS,0,""
ClonePair10313.java,PASS,0,""
ClonePair10314.java,PASS,0,""
ClonePair10315.java,PASS,0,""
ClonePair10316.java,PASS,0,""
ClonePair10317.java,PASS,0,""
ClonePair10318.java,PASS,0,""
ClonePair10319.java,PASS,0,""
ClonePair1032.java,PASS,0,""
ClonePair10320.java,PASS,0,""
ClonePair10321.java,PASS,0,""
ClonePair10322.java,PASS,0,""
ClonePair10323.java,PASS,0,""
ClonePair10324.java,PASS,0,""
ClonePair10325.java,PASS,0,""
ClonePair10326.java,PASS,0,""
ClonePair10327.java,PASS,0,""
ClonePair10328.java,PASS,0,""
ClonePair10329.java,PASS,0,""
ClonePair1033.java,PASS,0,""
ClonePair10330.java,PASS,0,""
ClonePair10331.java,PASS,0,""
ClonePair10332.java,PASS,0,""
ClonePair10333.java,PASS,0,""
ClonePair10334.java,PASS,0,""
ClonePair10335.java,PASS,0,""
ClonePair10336.java,PASS,0,""
ClonePair10337.java,PASS,0,""
ClonePair10338.java,PASS,0,""
ClonePair10339.java,PASS,0,""
ClonePair1034.java,PASS,0,""
ClonePair10340.java,PASS,0,""
ClonePair10341.java,PASS,0,""
ClonePair10342.java,PASS,0,""
ClonePair10343.java,PASS,0,""
ClonePair10344.java,PASS,0,""
ClonePair10345.java,PASS,0,""
ClonePair10346.java,PASS,0,""
ClonePair10347.java,PASS,0,""
ClonePair10348.java,PASS,0,""
ClonePair10349.java,PASS,0,""
ClonePair1035.java,PASS,0,""
ClonePair10350.java,PASS,0,""
ClonePair10351.java,PASS,0,""
ClonePair10352.java,PASS,0,""
ClonePair10353.java,PASS,0,""
ClonePair10354.java,PASS,0,""
ClonePair10355.java,PASS,0,""
ClonePair10356.java,PASS,0,""
ClonePair10357.java,PASS,0,""
ClonePair10358.java,PASS,0,""
ClonePair10359.java,PASS,0,""
ClonePair1036.java,PASS,0,""
ClonePair10360.java,PASS,0,""
ClonePair10361.java,PASS,0,""
ClonePair10362.java,PASS,0,""
ClonePair10363.java,PASS,0,""
ClonePair10364.java,PASS,0,""
ClonePair10365.java,PASS,0,""
ClonePair10366.java,PASS,0,""
ClonePair10367.java,PASS,0,""
ClonePair10368.java,PASS,0,""
ClonePair10369.java,PASS,0,""
ClonePair1037.java,PASS,0,""
ClonePair10370.java,PASS,0,""
ClonePair10371.java,PASS,0,""
ClonePair10372.java,PASS,0,""
ClonePair10373.java,PASS,0,""
ClonePair10374.java,PASS,0,""
ClonePair10375.java,PASS,0,""
ClonePair10376.java,PASS,0,""
ClonePair10377.java,PASS,0,""
ClonePair10378.java,PASS,0,""
ClonePair10379.java,PASS,0,""
ClonePair1038.java,PASS,0,""
ClonePair10380.java,PASS,0,""
ClonePair10381.java,PASS,0,""
ClonePair10382.java,PASS,0,""
ClonePair10383.java,PASS,0,""
ClonePair10384.java,PASS,0,""
ClonePair10385.java,PASS,0,""
ClonePair10386.java,PASS,0,""
ClonePair10387.java,PASS,0,""
ClonePair10388.java,PASS,0,""
ClonePair10389.java,PASS,0,""
ClonePair1039.java,PASS,0,""
ClonePair10390.java,PASS,0,""
ClonePair10391.java,PASS,0,""
ClonePair10392.java,PASS,0,""
ClonePair10393.java,PASS,0,""
ClonePair10394.java,PASS,0,""
ClonePair10395.java,PASS,0,""
ClonePair10396.java,PASS,0,""
ClonePair10397.java,PASS,0,""
ClonePair10398.java,PASS,0,""
ClonePair10399.java,PASS,0,""
ClonePair104.java,PASS,0,""
ClonePair1040.java,PASS,0,""
ClonePair10400.java,PASS,0,""
ClonePair10401.java,PASS,0,""
ClonePair10402.java,PASS,0,""
ClonePair10403.java,PASS,0,""
ClonePair10404.java,PASS,0,""
ClonePair10405.java,PASS,0,""
ClonePair10406.java,PASS,0,""
ClonePair10407.java,PASS,0,""
ClonePair10408.java,PASS,0,""
ClonePair10409.java,PASS,0,""
ClonePair1041.java,PASS,0,""
ClonePair10410.java,PASS,0,""
ClonePair10411.java,PASS,0,""
ClonePair10412.java,PASS,0,""
ClonePair10413.java,PASS,0,""
ClonePair10414.java,PASS,0,""
ClonePair10415.java,PASS,0,""
ClonePair10416.java,PASS,0,""
ClonePair10417.java,PASS,0,""
ClonePair10418.java,PASS,0,""
ClonePair10419.java,PASS,0,""
ClonePair1042.java,PASS,0,""
ClonePair10420.java,PASS,0,""
ClonePair10421.java,PASS,0,""
ClonePair10422.java,PASS,0,""
ClonePair10423.java,PASS,0,""
ClonePair10424.java,PASS,0,""
ClonePair10425.java,PASS,0,""
ClonePair10426.java,PASS,0,""
ClonePair10427.java,PASS,0,""
ClonePair10428.java,PASS,0,""
ClonePair10429.java,PASS,0,""
ClonePair1043.java,PASS,0,""
ClonePair10430.java,PASS,0,""
ClonePair10431.java,PASS,0,""
ClonePair10432.java,PASS,0,""
ClonePair10433.java,PASS,0,""
ClonePair10434.java,PASS,0,""
ClonePair10435.java,PASS,0,""
ClonePair10436.java,PASS,0,""
ClonePair10437.java,PASS,0,""
ClonePair10438.java,PASS,0,""
ClonePair10439.java,PASS,0,""
ClonePair1044.java,PASS,0,""
ClonePair10440.java,PASS,0,""
ClonePair10441.java,PASS,0,""
ClonePair10442.java,PASS,0,""
ClonePair10443.java,PASS,0,""
ClonePair10444.java,PASS,0,""
ClonePair10445.java,PASS,0,""
ClonePair10446.java,PASS,0,""
ClonePair10447.java,PASS,0,""
ClonePair10448.java,PASS,0,""
ClonePair10449.java,PASS,0,""
ClonePair1045.java,PASS,0,""
ClonePair10450.java,PASS,0,""
ClonePair10451.java,PASS,0,""
ClonePair10452.java,PASS,0,""
ClonePair10453.java,PASS,0,""
ClonePair10454.java,PASS,0,""
ClonePair10455.java,PASS,0,""
ClonePair10456.java,PASS,0,""
ClonePair10457.java,PASS,0,""
ClonePair10458.java,PASS,0,""
ClonePair10459.java,PASS,0,""
ClonePair1046.java,PASS,0,""
ClonePair10460.java,PASS,0,""
ClonePair10461.java,PASS,0,""
ClonePair10462.java,PASS,0,""
ClonePair10463.java,PASS,0,""
ClonePair10464.java,PASS,0,""
ClonePair10465.java,PASS,0,""
ClonePair10466.java,PASS,0,""
ClonePair10467.java,PASS,0,""
ClonePair10468.java,PASS,0,""
ClonePair10469.java,PASS,0,""
ClonePair1047.java,PASS,0,""
ClonePair10470.java,PASS,0,""
ClonePair10471.java,PASS,0,""
ClonePair10472.java,PASS,0,""
ClonePair10473.java,PASS,0,""
ClonePair10474.java,PASS,0,""
ClonePair10475.java,PASS,0,""
ClonePair10476.java,PASS,0,""
ClonePair10477.java,PASS,0,""
ClonePair10478.java,PASS,0,""
ClonePair10479.java,PASS,0,""
ClonePair1048.java,PASS,0,""
ClonePair10480.java,PASS,0,""
ClonePair10481.java,PASS,0,""
ClonePair10482.java,PASS,0,""
ClonePair10483.java,PASS,0,""
ClonePair10484.java,PASS,0,""
ClonePair10485.java,PASS,0,""
ClonePair10486.java,PASS,0,""
ClonePair10487.java,PASS,0,""
ClonePair10488.java,PASS,0,""
ClonePair10489.java,PASS,0,""
ClonePair1049.java,PASS,0,""
ClonePair10490.java,PASS,0,""
ClonePair10491.java,PASS,0,""
ClonePair10492.java,PASS,0,""
ClonePair10493.java,PASS,0,""
ClonePair10494.java,PASS,0,""
ClonePair10495.java,PASS,0,""
ClonePair10496.java,PASS,0,""
ClonePair10497.java,PASS,0,""
ClonePair10498.java,PASS,0,""
ClonePair10499.java,PASS,0,""
ClonePair105.java,PASS,0,""
ClonePair1050.java,PASS,0,""
ClonePair10500.java,PASS,0,""
ClonePair10501.java,PASS,0,""
ClonePair10502.java,PASS,0,""
ClonePair10503.java,PASS,0,""
ClonePair10504.java,PASS,0,""
ClonePair10505.java,PASS,0,""
ClonePair10506.java,PASS,0,""
ClonePair10507.java,PASS,0,""
ClonePair10508.java,PASS,0,""
ClonePair10509.java,PASS,0,""
ClonePair1051.java,PASS,0,""
ClonePair10510.java,PASS,0,""
ClonePair10511.java,PASS,0,""
ClonePair10512.java,PASS,0,""
ClonePair10513.java,PASS,0,""
ClonePair10514.java,PASS,0,""
ClonePair10515.java,PASS,0,""
ClonePair10516.java,PASS,0,""
ClonePair10517.java,PASS,0,""
ClonePair10518.java,PASS,0,""
ClonePair10519.java,PASS,0,""
ClonePair1052.java,PASS,0,""
ClonePair10520.java,PASS,0,""
ClonePair10521.java,PASS,0,""
ClonePair10522.java,PASS,0,""
ClonePair10523.java,PASS,0,""
ClonePair10524.java,PASS,0,""
ClonePair10525.java,PASS,0,""
ClonePair10526.java,PASS,0,""
ClonePair10527.java,PASS,0,""
ClonePair10528.java,PASS,0,""
ClonePair10529.java,PASS,0,""
ClonePair1053.java,PASS,0,""
ClonePair10530.java,PASS,0,""
ClonePair10531.java,PASS,0,""
ClonePair10532.java,PASS,0,""
ClonePair10533.java,PASS,0,""
ClonePair10534.java,PASS,0,""
ClonePair10535.java,PASS,0,""
ClonePair10536.java,PASS,0,""
ClonePair10537.java,PASS,0,""
ClonePair10538.java,PASS,0,""
ClonePair10539.java,PASS,0,""
ClonePair1054.java,PASS,0,""
ClonePair10540.java,PASS,0,""
ClonePair10541.java,PASS,0,""
ClonePair10542.java,PASS,0,""
ClonePair10543.java,PASS,0,""
ClonePair10544.java,PASS,0,""
ClonePair10545.java,PASS,0,""
ClonePair10546.java,PASS,0,""
ClonePair10547.java,PASS,0,""
ClonePair10548.java,PASS,0,""
ClonePair10549.java,PASS,0,""
ClonePair1055.java,PASS,0,""
ClonePair10550.java,PASS,0,""
ClonePair10551.java,PASS,0,""
ClonePair10552.java,PASS,0,""
ClonePair10553.java,PASS,0,""
ClonePair10554.java,PASS,0,""
ClonePair10555.java,PASS,0,""
ClonePair10556.java,PASS,0,""
ClonePair10557.java,PASS,0,""
ClonePair10558.java,PASS,0,""
ClonePair10559.java,PASS,0,""
ClonePair1056.java,PASS,0,""
ClonePair10560.java,PASS,0,""
ClonePair10561.java,PASS,0,""
ClonePair10562.java,PASS,0,""
ClonePair10563.java,PASS,0,""
ClonePair10564.java,PASS,0,""
ClonePair10565.java,PASS,0,""
ClonePair10566.java,PASS,0,""
ClonePair10567.java,PASS,0,""
ClonePair10568.java,PASS,0,""
ClonePair10569.java,PASS,0,""
ClonePair1057.java,PASS,0,""
ClonePair10570.java,PASS,0,""
ClonePair10571.java,PASS,0,""
ClonePair10572.java,PASS,0,""
ClonePair10573.java,PASS,0,""
ClonePair10574.java,PASS,0,""
ClonePair10575.java,PASS,0,""
ClonePair10576.java,PASS,0,""
ClonePair10577.java,PASS,0,""
ClonePair10578.java,PASS,0,""
ClonePair10579.java,PASS,0,""
ClonePair1058.java,PASS,0,""
ClonePair10580.java,PASS,0,""
ClonePair10581.java,PASS,0,""
ClonePair10582.java,PASS,0,""
ClonePair10583.java,PASS,0,""
ClonePair10584.java,PASS,0,""
ClonePair10585.java,PASS,0,""
ClonePair10586.java,PASS,0,""
ClonePair10587.java,PASS,0,""
ClonePair10588.java,PASS,0,""
ClonePair10589.java,PASS,0,""
ClonePair1059.java,PASS,0,""
ClonePair10590.java,PASS,0,""
ClonePair10591.java,PASS,0,""
ClonePair10592.java,PASS,0,""
ClonePair10593.java,PASS,0,""
ClonePair10594.java,PASS,0,""
ClonePair10595.java,PASS,0,""
ClonePair10596.java,PASS,0,""
ClonePair10597.java,PASS,0,""
ClonePair10598.java,PASS,0,""
ClonePair10599.java,PASS,0,""
ClonePair106.java,PASS,0,""
ClonePair1060.java,PASS,0,""
ClonePair10600.java,PASS,0,""
ClonePair10601.java,PASS,0,""
ClonePair10602.java,PASS,0,""
ClonePair10603.java,PASS,0,""
ClonePair10604.java,PASS,0,""
ClonePair10605.java,PASS,0,""
ClonePair10606.java,PASS,0,""
ClonePair10607.java,PASS,0,""
ClonePair10608.java,PASS,0,""
ClonePair10609.java,PASS,0,""
ClonePair1061.java,PASS,0,""
ClonePair10610.java,PASS,0,""
ClonePair10611.java,PASS,0,""
ClonePair10612.java,PASS,0,""
ClonePair10613.java,PASS,0,""
ClonePair10614.java,PASS,0,""
ClonePair10615.java,PASS,0,""
ClonePair10616.java,PASS,0,""
ClonePair10617.java,PASS,0,""
ClonePair10618.java,PASS,0,""
ClonePair10619.java,PASS,0,""
ClonePair1062.java,PASS,0,""
ClonePair10620.java,PASS,0,""
ClonePair10621.java,PASS,0,""
ClonePair10622.java,PASS,0,""
ClonePair10623.java,PASS,0,""
ClonePair10624.java,PASS,0,""
ClonePair10625.java,PASS,0,""
ClonePair10626.java,PASS,0,""
ClonePair10627.java,PASS,0,""
ClonePair10628.java,PASS,0,""
ClonePair10629.java,PASS,0,""
ClonePair1063.java,PASS,0,""
ClonePair10630.java,PASS,0,""
ClonePair10631.java,PASS,0,""
ClonePair10632.java,PASS,0,""
ClonePair10633.java,PASS,0,""
ClonePair10634.java,PASS,0,""
ClonePair10635.java,PASS,0,""
ClonePair10636.java,PASS,0,""
ClonePair10637.java,PASS,0,""
ClonePair10638.java,PASS,0,""
ClonePair10639.java,PASS,0,""
ClonePair1064.java,PASS,0,""
ClonePair10640.java,PASS,0,""
ClonePair10641.java,PASS,0,""
ClonePair10642.java,PASS,0,""
ClonePair10643.java,PASS,0,""
ClonePair10644.java,PASS,0,""
ClonePair10645.java,PASS,0,""
ClonePair10646.java,PASS,0,""
ClonePair10647.java,PASS,0,""
ClonePair10648.java,PASS,0,""
ClonePair10649.java,PASS,0,""
ClonePair1065.java,PASS,0,""
ClonePair10650.java,PASS,0,""
ClonePair10651.java,PASS,0,""
ClonePair10652.java,PASS,0,""
ClonePair10653.java,PASS,0,""
ClonePair10654.java,PASS,0,""
ClonePair10655.java,PASS,0,""
ClonePair10656.java,PASS,0,""
ClonePair10657.java,PASS,0,""
ClonePair10658.java,PASS,0,""
ClonePair10659.java,PASS,0,""
ClonePair1066.java,PASS,0,""
ClonePair10660.java,PASS,0,""
ClonePair10661.java,PASS,0,""
ClonePair10662.java,PASS,0,""
ClonePair10663.java,PASS,0,""
ClonePair10664.java,PASS,0,""
ClonePair10665.java,PASS,0,""
ClonePair10666.java,PASS,0,""
ClonePair10667.java,PASS,0,""
ClonePair10668.java,PASS,0,""
ClonePair10669.java,PASS,0,""
ClonePair1067.java,PASS,0,""
ClonePair10670.java,PASS,0,""
ClonePair10671.java,PASS,0,""
ClonePair10672.java,PASS,0,""
ClonePair10673.java,PASS,0,""
ClonePair10674.java,PASS,0,""
ClonePair10675.java,PASS,0,""
ClonePair10676.java,PASS,0,""
ClonePair10677.java,PASS,0,""
ClonePair10678.java,PASS,0,""
ClonePair10679.java,PASS,0,""
ClonePair1068.java,PASS,0,""
ClonePair10680.java,PASS,0,""
ClonePair10681.java,PASS,0,""
ClonePair10682.java,PASS,0,""
ClonePair10683.java,PASS,0,""
ClonePair10684.java,PASS,0,""
ClonePair10685.java,PASS,0,""
ClonePair10686.java,PASS,0,""
ClonePair10687.java,PASS,0,""
ClonePair10688.java,PASS,0,""
ClonePair10689.java,PASS,0,""
ClonePair1069.java,PASS,0,""
ClonePair10690.java,PASS,0,""
ClonePair10691.java,PASS,0,""
ClonePair10692.java,PASS,0,""
ClonePair10693.java,PASS,0,""
ClonePair10694.java,PASS,0,""
ClonePair10695.java,PASS,0,""
ClonePair10696.java,PASS,0,""
