class_id,status,elapsed_ms,candidate_count,details
7151,no_counterexample_found,1798,90,
7152,no_counterexample_found,2081,90,
7153,no_counterexample_found,1973,90,
7154,no_counterexample_found,2474,100,
7155,no_counterexample_found,1638,10,
7156,no_counterexample_found,1801,65,
7157,no_counterexample_found,1652,36,
7158,difference_test_written,1821,45,candidate_index=29;method1=OK;method2=OK
7159,no_counterexample_found,1791,45,
7160,no_counterexample_found,1873,100,
7161,no_counterexample_found,1787,100,
7162,no_counterexample_found,1579,6,
7163,no_counterexample_found,1602,6,
7164,no_counterexample_found,1930,100,
7165,no_counterexample_found,1870,100,
7166,no_counterexample_found,1853,100,
7167,no_counterexample_found,1861,100,
7168,no_counterexample_found,1784,100,
7169,no_counterexample_found,1988,90,
7170,no_counterexample_found,1886,90,
7171,no_counterexample_found,2204,90,
7172,no_counterexample_found,1872,90,
7173,no_counterexample_found,1886,90,
7174,no_counterexample_found,1869,90,
7175,no_counterexample_found,1884,100,
7176,no_counterexample_found,2420,265,
7177,no_counterexample_found,1931,90,
7178,no_counterexample_found,2216,265,
7179,no_counterexample_found,2297,265,
7180,no_counterexample_found,1841,90,
7181,no_counterexample_found,1911,90,
7182,no_counterexample_found,1862,90,
7183,no_counterexample_found,2041,90,
7184,no_counterexample_found,2416,265,
7185,no_counterexample_found,2274,265,
7186,no_counterexample_found,1835,90,
7187,no_counterexample_found,2409,223,
7188,no_counterexample_found,1875,100,
7189,no_counterexample_found,2647,265,
7190,no_counterexample_found,2271,90,
7191,no_counterexample_found,2111,90,
7192,no_counterexample_found,1855,90,
7193,no_counterexample_found,2322,265,
7194,no_counterexample_found,1515,10,
7195,no_counterexample_found,1849,90,
7196,no_counterexample_found,1689,50,
7197,no_counterexample_found,1988,90,
7198,no_counterexample_found,1874,90,
7199,no_counterexample_found,1962,90,
7200,no_counterexample_found,1822,100,
7201,difference_test_written,1925,125,candidate_index=55;method1=OK;method2=OK
7202,no_counterexample_found,1925,125,
7203,no_counterexample_found,1788,90,
7204,no_counterexample_found,1810,100,
7205,no_counterexample_found,1832,90,
7206,no_counterexample_found,1918,90,
7207,no_counterexample_found,1871,90,
7208,difference_test_written,1855,81,candidate_index=44;method1=OK;method2=OK
7209,no_counterexample_found,1817,81,
7210,no_counterexample_found,1927,90,
7211,no_counterexample_found,1886,90,
7212,no_counterexample_found,1577,5,
7213,no_counterexample_found,1920,90,
7214,no_counterexample_found,1956,90,
7215,no_counterexample_found,1782,100,
7216,no_counterexample_found,2428,100,
7217,no_counterexample_found,1786,100,
7218,no_counterexample_found,1859,90,
7219,no_counterexample_found,1897,90,
7220,no_counterexample_found,1969,90,
7221,no_counterexample_found,1828,90,
7222,no_counterexample_found,1938,90,
7223,no_counterexample_found,1826,100,
7224,no_counterexample_found,1972,90,
7225,no_counterexample_found,1917,90,
7226,no_counterexample_found,1823,100,
7227,no_counterexample_found,1771,100,
7228,no_counterexample_found,1743,100,
7229,no_counterexample_found,1909,100,
7230,no_counterexample_found,1874,100,
7231,no_counterexample_found,1829,100,
7232,no_counterexample_found,2088,100,
7233,no_counterexample_found,1790,100,
7234,no_counterexample_found,1852,90,
7235,no_counterexample_found,1980,90,
7236,no_counterexample_found,2221,90,
7237,no_counterexample_found,2120,90,
7238,no_counterexample_found,2229,100,
7239,no_counterexample_found,2075,90,
7240,no_counterexample_found,1971,90,
7241,no_counterexample_found,1832,90,
7242,no_counterexample_found,1828,36,
7243,no_counterexample_found,1896,49,
7244,no_counterexample_found,1911,49,
7245,no_counterexample_found,1913,49,
7246,no_counterexample_found,2135,81,
7247,no_counterexample_found,1941,100,
7248,no_counterexample_found,2046,100,
7249,no_counterexample_found,1894,100,
7250,no_counterexample_found,2081,74,
7251,no_counterexample_found,1842,100,
7252,no_counterexample_found,2177,100,
7253,no_counterexample_found,2310,100,
7254,no_counterexample_found,2468,70,
7255,difference_test_written,2282,70,candidate_index=26;method1=OK;method2=OK
7256,no_counterexample_found,1979,70,
7257,difference_test_written,1947,100,candidate_index=20;method1=OK;method2=OK
7258,no_counterexample_found,1585,100,
7259,no_counterexample_found,1327,5,
7260,no_counterexample_found,1505,100,
7261,difference_test_written,1298,100,candidate_index=20;method1=OK;method2=OK
7262,no_counterexample_found,1646,100,
7263,no_counterexample_found,1527,100,
7264,no_counterexample_found,1309,100,
7265,no_counterexample_found,1740,100,
7266,no_counterexample_found,1922,42,
7267,no_counterexample_found,2176,90,
7268,no_counterexample_found,1905,90,
7269,no_counterexample_found,1703,90,
7270,no_counterexample_found,2089,90,
7271,no_counterexample_found,1994,90,
7272,no_counterexample_found,2104,90,
7273,no_counterexample_found,1891,25,
7274,no_counterexample_found,1569,25,
7275,no_counterexample_found,1871,25,
7276,no_counterexample_found,2989,90,
7277,no_counterexample_found,1875,90,
7278,no_counterexample_found,1631,81,
7279,no_counterexample_found,1644,81,
7280,no_counterexample_found,1738,81,
7281,no_counterexample_found,1572,90,
7282,no_counterexample_found,1595,100,
7283,no_counterexample_found,1658,90,
7284,no_counterexample_found,1660,90,
7285,no_counterexample_found,2166,90,
7286,no_counterexample_found,1664,81,
7287,difference_test_written,1629,60,candidate_index=53;method1=OK;method2=OK
7288,no_counterexample_found,1732,81,
7289,no_counterexample_found,1462,81,
7290,no_counterexample_found,1686,90,
7291,no_counterexample_found,1555,60,
7292,no_counterexample_found,1577,60,
7293,no_counterexample_found,1527,60,
7294,no_counterexample_found,2406,90,
7295,no_counterexample_found,2148,90,
7296,no_counterexample_found,1860,90,
7297,no_counterexample_found,1714,90,
7298,no_counterexample_found,2981,49,
7299,signature_mismatch,11,0,method signatures differ
7300,signature_mismatch,11,0,method signatures differ
7301,no_counterexample_found,1700,49,
7302,no_counterexample_found,1577,81,
7303,signature_mismatch,37,0,method signatures differ
7304,difference_test_written,1945,49,candidate_index=6;method1=OK;method2=OK
7305,no_counterexample_found,1817,49,
7306,signature_mismatch,52,0,method signatures differ
7307,no_counterexample_found,1162,49,
7308,no_counterexample_found,1342,81,
7309,no_counterexample_found,1781,49,
7310,no_counterexample_found,1831,49,
7311,no_counterexample_found,1555,49,
7312,no_counterexample_found,1981,49,
7313,no_counterexample_found,1707,49,
7314,no_counterexample_found,1613,49,
7315,signature_mismatch,6,0,method signatures differ
7316,no_counterexample_found,1741,90,
7317,no_counterexample_found,3236,5,
7318,no_counterexample_found,1753,5,
7319,signature_mismatch,66,0,method signatures differ
7320,no_counterexample_found,1538,49,
7321,no_counterexample_found,1888,81,
7322,no_counterexample_found,1973,49,
7323,no_counterexample_found,1663,49,
7324,no_counterexample_found,1427,5,
7325,no_counterexample_found,2007,90,
7326,no_counterexample_found,1659,49,
7327,signature_mismatch,74,0,method signatures differ
7328,difference_test_written,1870,49,candidate_index=6;method1=OK;method2=OK
7329,no_counterexample_found,1808,49,
7330,difference_test_written,1354,5,candidate_index=0;method1=OK;method2=OK
7331,signature_mismatch,39,0,method signatures differ
7332,no_counterexample_found,1762,90,
7333,no_counterexample_found,1458,49,
7334,no_counterexample_found,2368,90,
7335,no_counterexample_found,2431,90,
7336,signature_mismatch,55,0,method signatures differ
7337,signature_mismatch,54,0,method signatures differ
7338,difference_test_written,1711,81,candidate_index=15;method1=OK;method2=OK
7339,no_counterexample_found,1799,49,
7340,signature_mismatch,17,0,method signatures differ
7341,no_counterexample_found,1891,49,
7342,difference_test_written,1719,49,candidate_index=6;method1=OK;method2=OK
7343,signature_mismatch,13,0,method signatures differ
7344,no_counterexample_found,2045,90,
7345,no_counterexample_found,1622,49,
7346,no_counterexample_found,2075,113,
7347,no_counterexample_found,2026,113,
7348,no_counterexample_found,1924,113,
7349,no_counterexample_found,1675,49,
7350,no_counterexample_found,1661,49,
7351,difference_test_written,2103,81,candidate_index=15;method1=OK;method2=OK
7352,no_counterexample_found,1679,49,
7353,no_counterexample_found,1812,90,
7354,no_counterexample_found,1667,49,
7355,no_counterexample_found,1700,49,
7356,no_counterexample_found,3583,90,
7357,no_counterexample_found,1898,49,
7358,no_counterexample_found,1692,9,
7359,signature_mismatch,8,0,method signatures differ
7360,no_counterexample_found,2031,90,
7361,difference_test_written,1776,81,candidate_index=9;method1=EX;method2=OK
7362,no_counterexample_found,1647,49,
7363,signature_mismatch,34,0,method signatures differ
7364,difference_test_written,1810,81,candidate_index=15;method1=OK;method2=OK
7365,no_counterexample_found,2226,49,
7366,no_counterexample_found,1628,49,
7367,no_counterexample_found,1635,49,
7368,signature_mismatch,41,0,method signatures differ
7369,difference_test_written,1671,81,candidate_index=15;method1=OK;method2=OK
7370,difference_test_written,1675,49,candidate_index=6;method1=OK;method2=OK
7371,no_counterexample_found,1594,49,
7372,signature_mismatch,45,0,method signatures differ
7373,no_counterexample_found,1871,49,
7374,difference_test_written,1962,81,candidate_index=15;method1=OK;method2=OK
7375,difference_test_written,1841,81,candidate_index=15;method1=OK;method2=OK
7376,difference_test_written,1788,81,candidate_index=15;method1=OK;method2=OK
7377,no_counterexample_found,1652,16,
7378,difference_test_written,3502,81,candidate_index=15;method1=OK;method2=OK
7379,difference_test_written,1837,81,candidate_index=15;method1=OK;method2=OK
7380,no_counterexample_found,1884,100,
7381,difference_test_written,1840,81,candidate_index=15;method1=OK;method2=OK
7382,no_counterexample_found,1984,100,
7383,no_counterexample_found,1833,100,
7384,difference_test_written,1843,81,candidate_index=15;method1=OK;method2=OK
7385,no_counterexample_found,1786,90,
7386,no_counterexample_found,1766,90,
7387,no_counterexample_found,2135,100,
7388,no_counterexample_found,1963,90,
7389,no_counterexample_found,1753,90,
7390,no_counterexample_found,1663,100,
7391,no_counterexample_found,1815,90,
7392,no_counterexample_found,1780,100,
7393,no_counterexample_found,3964,100,
7394,signature_mismatch,47,0,method signatures differ
7395,no_counterexample_found,1772,90,
7396,signature_mismatch,43,0,method signatures differ
7397,signature_mismatch,78,0,method signatures differ
7398,signature_mismatch,74,0,method signatures differ
7399,signature_mismatch,68,0,method signatures differ
7400,signature_mismatch,55,0,method signatures differ
7401,signature_mismatch,59,0,method signatures differ
7402,signature_mismatch,104,0,method signatures differ
7403,no_counterexample_found,1950,90,
7404,signature_mismatch,17,0,method signatures differ
7405,signature_mismatch,49,0,method signatures differ
7406,signature_mismatch,56,0,method signatures differ
7407,no_counterexample_found,1946,100,
7408,signature_mismatch,43,0,method signatures differ
7409,no_counterexample_found,1834,16,
7410,signature_mismatch,69,0,method signatures differ
7411,no_counterexample_found,1899,90,
7412,signature_mismatch,20,0,method signatures differ
7413,signature_mismatch,48,0,method signatures differ
7414,no_counterexample_found,1901,90,
7415,no_counterexample_found,11900,100,
7416,signature_mismatch,22,0,method signatures differ
7417,signature_mismatch,46,0,method signatures differ
7418,signature_mismatch,42,0,method signatures differ
7419,signature_mismatch,68,0,method signatures differ
7420,signature_mismatch,52,0,method signatures differ
7421,signature_mismatch,202,0,method signatures differ
7422,signature_mismatch,1,0,method signatures differ
7423,signature_mismatch,40,0,method signatures differ
7424,no_counterexample_found,1654,16,
7425,no_counterexample_found,1649,90,
7426,no_counterexample_found,1918,90,
7427,no_counterexample_found,1834,16,
7428,no_counterexample_found,1718,100,
7429,no_counterexample_found,1608,100,
7430,no_counterexample_found,1747,49,
7431,no_counterexample_found,3449,49,
7432,no_counterexample_found,1933,16,
7433,no_counterexample_found,1644,49,
7434,no_counterexample_found,1730,100,
7435,no_counterexample_found,2016,9,
7436,no_counterexample_found,2246,100,
7437,no_counterexample_found,1780,49,
7438,no_counterexample_found,1788,100,
7439,no_counterexample_found,2340,100,
7440,no_counterexample_found,1893,100,
7441,no_counterexample_found,1731,100,
7442,difference_test_written,2003,60,candidate_index=2;method1=OK;method2=OK
7443,no_counterexample_found,1875,100,
7444,no_counterexample_found,2003,100,
7445,no_counterexample_found,1947,90,
7446,no_counterexample_found,19226,90,
7447,no_counterexample_found,1884,100,
7448,no_counterexample_found,1901,100,
7449,no_counterexample_found,1550,100,
7450,no_counterexample_found,1440,90,
7451,no_counterexample_found,2527,100,
7452,no_counterexample_found,1878,125,
7453,signature_mismatch,30,0,method signatures differ
7454,no_counterexample_found,1787,7,
7455,no_counterexample_found,3317,100,
7456,no_counterexample_found,1215,7,
7457,signature_mismatch,20,0,method signatures differ
7458,signature_mismatch,67,0,method signatures differ
7459,difference_test_written,1806,36,candidate_index=11;method1=OK;method2=OK
7460,signature_mismatch,84,0,method signatures differ
7461,signature_mismatch,71,0,method signatures differ
7462,no_counterexample_found,1647,7,
7463,signature_mismatch,20,0,method signatures differ
7464,signature_mismatch,78,0,method signatures differ
7465,signature_mismatch,76,0,method signatures differ
7466,signature_mismatch,64,0,method signatures differ
7467,signature_mismatch,67,0,method signatures differ
7468,no_counterexample_found,1486,7,
7469,no_counterexample_found,1850,100,
7470,no_counterexample_found,1761,36,
7471,signature_mismatch,40,0,method signatures differ
7472,signature_mismatch,55,0,method signatures differ
7473,signature_mismatch,46,0,method signatures differ
7474,no_counterexample_found,1804,100,
7475,signature_mismatch,19,0,method signatures differ
7476,signature_mismatch,68,0,method signatures differ
7477,signature_mismatch,55,0,method signatures differ
7478,signature_mismatch,55,0,method signatures differ
7479,difference_test_written,1813,36,candidate_index=11;method1=OK;method2=OK
7480,no_counterexample_found,2351,100,
7481,signature_mismatch,81,0,method signatures differ
7482,no_counterexample_found,1656,100,
7483,no_counterexample_found,1970,100,
7484,no_counterexample_found,1932,100,
7485,no_counterexample_found,1785,49,
7486,no_counterexample_found,1816,90,
7487,no_counterexample_found,1885,100,
7488,no_counterexample_found,1847,100,
7489,difference_test_written,1565,5,candidate_index=4;method1=OK;method2=OK
7490,no_counterexample_found,1600,7,
7491,no_counterexample_found,1643,90,
7492,no_counterexample_found,1809,90,
7493,difference_test_written,1962,5,candidate_index=3;method1=OK;method2=OK
7494,no_counterexample_found,2596,100,
7495,difference_test_written,1752,90,candidate_index=36;method1=OK;method2=OK
7496,difference_test_written,1678,100,candidate_index=0;method1=OK;method2=OK
7497,no_counterexample_found,1538,90,
7498,no_counterexample_found,2696,49,
7499,no_counterexample_found,1803,49,
7500,difference_test_written,1633,5,candidate_index=3;method1=OK;method2=OK
7501,no_counterexample_found,1566,5,
7502,no_counterexample_found,1529,7,
7503,no_counterexample_found,2924,5,
7504,no_counterexample_found,1740,5,
7505,signature_mismatch,39,0,method signatures differ
7506,difference_test_written,1851,49,candidate_index=6;method1=OK;method2=OK
7507,difference_test_written,1692,5,candidate_index=3;method1=OK;method2=OK
7508,no_counterexample_found,1787,49,
7509,no_counterexample_found,1841,49,
7510,no_counterexample_found,1199,49,
7511,no_counterexample_found,1514,49,
7512,no_counterexample_found,1588,49,
7513,no_counterexample_found,1413,49,
7514,no_counterexample_found,3906,49,
7515,no_counterexample_found,1575,49,
7516,signature_mismatch,18,0,method signatures differ
7517,no_counterexample_found,1516,5,
7518,signature_mismatch,15,0,method signatures differ
7519,no_counterexample_found,1679,49,
7520,no_counterexample_found,1728,49,
7521,no_counterexample_found,1730,49,
7522,signature_mismatch,39,0,method signatures differ
7523,no_counterexample_found,1569,49,
7524,difference_test_written,1654,49,candidate_index=6;method1=OK;method2=OK
7525,no_counterexample_found,1958,49,
7526,no_counterexample_found,1447,49,
7527,no_counterexample_found,5809,164,
7528,no_counterexample_found,2787,164,
7529,no_counterexample_found,2617,164,
7530,no_counterexample_found,2895,164,
7531,no_counterexample_found,2752,164,
7532,no_counterexample_found,2702,164,
7533,no_counterexample_found,2723,164,
7534,no_counterexample_found,2804,164,
7535,no_counterexample_found,1490,49,
7536,no_counterexample_found,1659,49,
7537,no_counterexample_found,2266,49,
7538,no_counterexample_found,1513,7,
7539,no_counterexample_found,1518,7,
7540,no_counterexample_found,1761,7,
7541,signature_mismatch,12,0,method signatures differ
7542,signature_mismatch,39,0,method signatures differ
7543,signature_mismatch,47,0,method signatures differ
7544,signature_mismatch,34,0,method signatures differ
7545,signature_mismatch,47,0,method signatures differ
7546,signature_mismatch,53,0,method signatures differ
7547,signature_mismatch,48,0,method signatures differ
7548,signature_mismatch,57,0,method signatures differ
7549,signature_mismatch,80,0,method signatures differ
7550,no_counterexample_found,1436,10,
7551,signature_mismatch,17,0,method signatures differ
7552,signature_mismatch,73,0,method signatures differ
7553,signature_mismatch,54,0,method signatures differ
7554,signature_mismatch,47,0,method signatures differ
7555,signature_mismatch,55,0,method signatures differ
7556,signature_mismatch,38,0,method signatures differ
7557,signature_mismatch,67,0,method signatures differ
7558,signature_mismatch,37,0,method signatures differ
7559,difference_test_written,2732,49,candidate_index=6;method1=OK;method2=OK
7560,no_counterexample_found,1736,49,
7561,no_counterexample_found,1690,49,
7562,no_counterexample_found,1505,49,
7563,no_counterexample_found,1820,49,
7564,no_counterexample_found,1723,49,
7565,no_counterexample_found,2768,49,
7566,no_counterexample_found,1246,49,
7567,signature_mismatch,41,0,method signatures differ
7568,signature_mismatch,41,0,method signatures differ
7569,no_counterexample_found,1377,49,
7570,no_counterexample_found,1484,49,
7571,no_counterexample_found,1806,49,
7572,signature_mismatch,10,0,method signatures differ
7573,no_counterexample_found,1617,49,
7574,difference_test_written,1673,49,candidate_index=6;method1=OK;method2=OK
7575,no_counterexample_found,1878,49,
7576,no_counterexample_found,1868,49,
7577,difference_test_written,1719,49,candidate_index=6;method1=OK;method2=OK
7578,no_counterexample_found,1570,10,
7579,no_counterexample_found,1296,7,
7580,difference_test_written,1730,49,candidate_index=6;method1=OK;method2=OK
7581,difference_test_written,1742,49,candidate_index=6;method1=OK;method2=OK
7582,difference_test_written,1613,49,candidate_index=6;method1=OK;method2=OK
7583,difference_test_written,1702,49,candidate_index=6;method1=OK;method2=OK
7584,difference_test_written,1580,49,candidate_index=6;method1=OK;method2=OK
7585,difference_test_written,1699,49,candidate_index=6;method1=OK;method2=OK
7586,signature_mismatch,40,0,method signatures differ
7587,no_counterexample_found,1567,7,
7588,signature_mismatch,52,0,method signatures differ
7589,difference_test_written,6768,49,candidate_index=6;method1=OK;method2=OK
7590,difference_test_written,1887,49,candidate_index=6;method1=OK;method2=OK
7591,difference_test_written,1499,49,candidate_index=6;method1=OK;method2=OK
7592,difference_test_written,1456,49,candidate_index=6;method1=OK;method2=OK
7593,signature_mismatch,60,0,method signatures differ
7594,difference_test_written,1575,49,candidate_index=48;method1=OK;method2=OK
7595,difference_test_written,1929,49,candidate_index=2;method1=OK;method2=OK
7596,difference_test_written,1641,49,candidate_index=6;method1=OK;method2=OK
7597,difference_test_written,1628,49,candidate_index=6;method1=OK;method2=OK
7598,signature_mismatch,41,0,method signatures differ
7599,signature_mismatch,36,0,method signatures differ
7600,difference_test_written,19580,36,candidate_index=11;method1=OK;method2=OK
7601,signature_mismatch,42,0,method signatures differ
7602,no_counterexample_found,1779,36,
7603,no_counterexample_found,1651,64,
7604,no_counterexample_found,1344,49,
7605,no_counterexample_found,2091,49,
7606,no_counterexample_found,1963,49,
7607,no_counterexample_found,1858,49,
7608,no_counterexample_found,1848,49,
7609,signature_mismatch,64,0,method signatures differ
7610,no_counterexample_found,1620,49,
7611,signature_mismatch,53,0,method signatures differ
7612,no_counterexample_found,1835,49,
7613,no_counterexample_found,1617,49,
7614,no_counterexample_found,1694,49,
7615,no_counterexample_found,1309,49,
7616,signature_mismatch,56,0,method signatures differ
7617,difference_test_written,4882,49,candidate_index=6;method1=OK;method2=OK
7618,no_counterexample_found,1702,49,
7619,difference_test_written,1610,64,candidate_index=10;method1=OK;method2=OK
7620,no_counterexample_found,1843,49,
7621,no_counterexample_found,1569,49,
7622,no_counterexample_found,1824,49,
7623,no_counterexample_found,1795,49,
7624,no_counterexample_found,1646,49,
7625,no_counterexample_found,1702,49,
7626,signature_mismatch,49,0,method signatures differ
7627,no_counterexample_found,1572,49,
7628,signature_mismatch,45,0,method signatures differ
7629,no_counterexample_found,1579,49,
7630,no_counterexample_found,1590,49,
7631,no_counterexample_found,1567,49,
7632,signature_mismatch,26,0,method signatures differ
7633,difference_test_written,1673,49,candidate_index=6;method1=OK;method2=OK
7634,no_counterexample_found,1516,49,
7635,no_counterexample_found,1664,64,
7636,no_counterexample_found,1357,49,
7637,no_counterexample_found,1717,64,
7638,no_counterexample_found,1656,49,
7639,no_counterexample_found,1575,49,
7640,no_counterexample_found,1651,100,
7641,no_counterexample_found,1492,7,
7642,no_counterexample_found,1365,49,
7643,no_counterexample_found,1631,49,
7644,no_counterexample_found,1601,49,
7645,no_counterexample_found,1631,49,
7646,signature_mismatch,46,0,method signatures differ
7647,signature_mismatch,35,0,method signatures differ
7648,no_counterexample_found,1612,49,
7649,no_counterexample_found,1557,49,
7650,no_counterexample_found,1635,49,
7651,no_counterexample_found,1621,49,
7652,difference_test_written,1501,49,candidate_index=6;method1=OK;method2=OK
7653,signature_mismatch,15,0,method signatures differ
7654,no_counterexample_found,1648,49,
7655,signature_mismatch,61,0,method signatures differ
7656,no_counterexample_found,1874,49,
7657,no_counterexample_found,1697,49,
7658,difference_test_written,1535,100,candidate_index=11;method1=OK;method2=OK
7659,difference_test_written,1725,100,candidate_index=11;method1=OK;method2=OK
7660,difference_test_written,1613,10,candidate_index=2;method1=OK;method2=OK
7661,no_counterexample_found,1440,10,
7662,no_counterexample_found,1625,10,
7663,no_counterexample_found,1134,10,
7664,difference_test_written,1548,10,candidate_index=2;method1=OK;method2=OK
7665,no_counterexample_found,1625,36,
7666,difference_test_written,1553,10,candidate_index=2;method1=OK;method2=OK
7667,no_counterexample_found,1869,113,
7668,no_counterexample_found,1903,81,
7669,no_counterexample_found,1770,81,
7670,no_counterexample_found,1787,45,
7671,difference_test_written,1418,100,candidate_index=11;method1=OK;method2=OK
7672,no_counterexample_found,1650,49,
7673,no_counterexample_found,1609,49,
7674,no_counterexample_found,2065,49,
7675,signature_mismatch,21,0,method signatures differ
7676,signature_mismatch,71,0,method signatures differ
